Year,District,Area,Production,Crop_Yield,Plantation_Temperature,Plantation_Humidity,Plantation_Rainfall,Growth_Temperature,Growth_Humidity,Growth_Rainfall,Harvest_Temperature,Harvest_Humidity,Harvest_Rainfall
2014-15,Sheikhupura,200.31,356.58,1780,32.788759586722215,32.91279033306273,159.30886951462446,35.48349273168913,45.0,219.62147588156066,36.499439728618185,28.607623484172713,95.68470371182283
2021-22,Jhang,161.0,386.0,2394,40.0,23.844820533712625,54.5684356118681,45.0,45.0,157.1875899475181,45.0,26.50279425393129,99.41106865258897
2012-13,Bhawalnagar,49.78,106.34,2136,40.0,29.648555757099622,42.57602480808853,45.0,43.50617959446779,258.5925898913124,41.0538259985798,26.82386786573133,125.36415208737259
2016-17,Sheikhupura,171.18,316.88,1851,34.51263241539337,24.861694123180712,216.67866253061808,39.52310064639951,45.0,212.34448339903315,44.74536475821157,30.0,54.85414191490328
2022-23,Sialkot,187.0,377.04,2016,35.513879397707214,35.78676562665441,42.89452894100465,36.59747671337511,45.0,170.1586661204465,40.92052541542365,23.95209875451156,139.25453182274563
2013-14,Hafizabad,132.7,271.3,2044,40.0,33.623056554030285,58.021782744083986,45.0,32.81273899001514,64.1544195272792,45.0,26.173204246467336,91.41648325162765
2014-15,Sialkot,139.61,247.7,1775,33.901302438799576,20.0,146.06059058118257,35.960103154591096,33.08913354241809,148.5919531366796,36.65880861527581,20.0,83.86640728319101
2012-13,Hafizabad,128.7,271.89,2113,40.0,28.933410023157293,92.77454518183616,41.629672968249274,45.0,162.3337347125717,45.0,26.323559190516825,141.74728585733914
2016-17,Jhang,50.18,95.77,1908,39.523131726520475,38.481145717862695,114.1266970383835,41.33411258329674,44.03645420163749,236.80551218178104,38.413678004212166,24.13164088900992,77.13735420942237
2014-15,Bhawalnagar,66.37,138.74,2091,40.0,20.0,218.60737773350087,45.0,30.109892833296392,247.9319055548037,45.0,30.0,203.7843512739927
2020-21,Sheikhupura,239.56,507.4,2118,40.0,28.52534042843496,41.10716991326096,45.0,45.0,221.44361361531776,44.09794174419245,29.703658265186384,39.030437639469525
2019-20,Pakpattan,85.0,176.07,2072,40.0,25.810054585796497,138.0336527521663,43.38525835782236,34.60809895006091,171.74898670577534,45.0,20.0,31.066237288875943
2019-20,Sialkot,134.0,253.44,1892,35.819466837353296,26.87203337009806,202.7899235623117,35.60664183932452,43.31691274420356,145.0218330454596,39.91790146802997,20.0,240.58684540837322
2020-21,Bhawalnagar,108.85,269.3,2474,40.0,30.158562576228498,93.9905066919275,45.0,41.60698003509661,167.62521141092853,45.0,28.888286297335725,139.11180930235744
2021-22,Pakpattan,105.0,257.0,2439,40.0,26.672285431449602,189.4370385444922,45.0,44.10246465077533,201.82644343602092,45.0,30.0,131.89356625053324
2021-22,Sialkot,168.0,252.0,1499,37.82382455595817,30.702000089875177,213.1988180073876,35.71868969861565,39.638733652957086,81.51445697710838,35.44351508957178,20.0,177.2904433127042
